2012-01-01 00:00:00.000,"32,121",1,2012,1
2012-01-01 00:00:00.000,"76,9387",1,2012,2
2012-01-29 00:00:00.000,"22,3061",1,2012,3
2012-01-29 00:00:00.000,"76,7331",1,2012,4
2013-01-28 00:00:00.000,"76,2853",1,2013,5
2013-01-28 00:00:00.000,"120,2717",1,2013,6
2013-01-28 00:00:00.000,"50,7737",1,2013,7
2013-01-28 00:00:00.000,"76,2966",1,2013,8
2013-01-28 00:00:00.000,"223,6817",1,2013,9
2013-01-28 00:00:00.000,"203,0945",1,2013,10
2013-01-28 00:00:00.000,"76,2853",1,2013,11
2013-01-28 00:00:00.000,"207,7582",1,2013,12
2013-01-28 00:00:00.000,"25,3868",1,2013,13
2013-01-28 00:00:00.000,"25,3868",1,2013,14
2013-01-28 00:00:00.000,"104,748",1,2013,15
2013-01-28 00:00:00.000,"228,534",1,2013,16
2013-01-28 00:00:00.000,"236,3547",1,2013,17
2013-01-28 00:00:00.000,"126,9341",1,2013,18
2014-01-01 00:00:00.000,"2,5305",1,2014,19
2014-01-01 00:00:00.000,"40,0784",1,2014,20
2014-01-01 00:00:00.000,"40,0784",1,2014,21
2014-01-01 00:00:00.000,"16,5529",1,2014,22
2014-01-01 00:00:00.000,"136,9979",1,2014,23
2014-01-01 00:00:00.000,"76,2119",1,2014,24
2014-01-01 00:00:00.000,"104,4004",1,2014,25
2014-01-01 00:00:00.000,"87,2729",1,2014,26
2014-01-01 00:00:00.000,"76,2119",1,2014,27
2014-01-01 00:00:00.000,"14,2987",1,2014,28
2014-01-01 00:00:00.000,"75,0627",1,2014,29
2014-01-01 00:00:00.000,"5,514",1,2014,30
2014-01-01 00:00:00.000,"66,2779",1,2014,31
2014-01-01 00:00:00.000,"183,7394",1,2014,32
2014-01-01 00:00:00.000,"8,0444",1,2014,33
2014-01-01 00:00:00.000,"5,514",1,2014,34
2014-01-01 00:00:00.000,"32,0229",1,2014,35
2014-01-01 00:00:00.000,"66,8194",1,2014,36
2014-01-01 00:00:00.000,"32,5754",1,2014,37
2014-01-01 00:00:00.000,"38,6529",1,2014,38
2014-01-01 00:00:00.000,"30,6859",1,2014,39
2014-01-01 00:00:00.000,"5,514",1,2014,40
2014-01-01 00:00:00.000,"75,1069",1,2014,41
2014-01-01 00:00:00.000,"76,2119",1,2014,42
2014-01-01 00:00:00.000,"23,7465",1,2014,43
2014-01-01 00:00:00.000,"93,3394",1,2014,44
2014-01-01 00:00:00.000,"60,7529",1,2014,45
2014-01-01 00:00:00.000,"9,934",1,2014,46
2014-01-01 00:00:00.000,"106,0137",1,2014,47
2014-01-01 00:00:00.000,"55,239",1,2014,48
2014-01-01 00:00:00.000,"30,1444",1,2014,49
2014-01-01 00:00:00.000,"33,0727",1,2014,50
2014-01-01 00:00:00.000,"5,514",1,2014,51
2014-01-01 00:00:00.000,"69,5929",1,2014,52
2014-01-02 00:00:00.000,"40,432",1,2014,53
2014-01-02 00:00:00.000,"43,0729",1,2014,54
2014-01-02 00:00:00.000,"38,5535",1,2014,55
2014-01-02 00:00:00.000,"77,3169",1,2014,56
2014-01-02 00:00:00.000,"77,339",1,2014,57
2014-01-02 00:00:00.000,"15,4479",1,2014,58
2014-01-02 00:00:00.000,"77,339",1,2014,59
2014-01-02 00:00:00.000,"70,6869",1,2014,60
2014-01-02 00:00:00.000,"104,4004",1,2014,61
2014-01-02 00:00:00.000,"77,339",1,2014,62
2014-01-02 00:00:00.000,"15,4479",1,2014,63
2014-01-02 00:00:00.000,"8,0444",1,2014,64
2014-01-02 00:00:00.000,"5,514",1,2014,65
2014-01-02 00:00:00.000,"24,2879",1,2014,66
2014-01-02 00:00:00.000,"82,8529",1,2014,67
2014-01-02 00:00:00.000,"95,6709",1,2014,68
2014-01-02 00:00:00.000,"71,7919",1,2014,69
2014-01-02 00:00:00.000,"16,5529",1,2014,70
2014-01-02 00:00:00.000,"44,4542",1,2014,71
2014-01-02 00:00:00.000,"5,514",1,2014,72
2014-01-02 00:00:00.000,"76,7533",1,2014,73
2014-01-02 00:00:00.000,"37,5479",1,2014,74
2014-01-02 00:00:00.000,"40,0784",1,2014,75
2014-01-02 00:00:00.000,"136,9758",1,2014,76
2014-01-02 00:00:00.000,"49,9902",1,2014,77
2014-01-02 00:00:00.000,"60,7419",1,2014,78
2014-01-02 00:00:00.000,"54,1119",1,2014,79
2014-01-02 00:00:00.000,"15,4479",1,2014,80
2014-01-02 00:00:00.000,"38,664",1,2014,81
2014-01-02 00:00:00.000,"120,9644",1,2014,82
2014-01-02 00:00:00.000,"120,9644",1,2014,83
2014-01-02 00:00:00.000,"33,139",1,2014,84
2014-01-02 00:00:00.000,"104,3783",1,2014,85
2014-01-02 00:00:00.000,"40,8408",1,2014,86
2014-01-02 00:00:00.000,"132,5448",1,2014,87
2014-01-02 00:00:00.000,"44,1779",1,2014,88
2014-01-02 00:00:00.000,"5,514",1,2014,89
2014-01-02 00:00:00.000,"65,1729",1,2014,90
2014-01-02 00:00:00.000,"54,1119",1,2014,91
2014-01-03 00:00:00.000,"9,934",1,2014,92
2014-01-03 00:00:00.000,"132,60",1,2014,93
2014-01-03 00:00:00.000,"167,1534",1,2014,94
2014-01-03 00:00:00.000,"44,1779",1,2014,95
2014-01-03 00:00:00.000,"23,7465",1,2014,96
2014-01-03 00:00:00.000,"66,2779",1,2014,97
2014-01-03 00:00:00.000,"76,2119",1,2014,98
2014-01-03 00:00:00.000,"95,6709",1,2014,99
2014-01-03 00:00:00.000,"103,2954",1,2014,100
2014-01-03 00:00:00.000,"127,0308",1,2014,101
2014-01-03 00:00:00.000,"43,0729",1,2014,102
